developer,id,release_date,title,Action,Adventure,Casual,Education,Indie,RPG,Racing,Simulation,Sports,Strategy,year
Traveller's Tales,32330,2008-06-03,LEGO® Indiana Jones™: The Original Adventures,1,1,0,0,0,0,0,0,0,0,2008
LucasArts,32360,2009-07-15,The Secret of Monkey Island: Special Edition,0,1,0,0,0,0,0,0,0,0,2009
GFI Russia,35300,2008-11-20,Warfare,0,0,0,0,0,0,0,0,0,1,2008
Targem Games,35310,2009-06-02,Clutch,1,0,0,0,0,0,1,0,0,0,2009
HeR Interactive,31980,2009-07-21,Nancy Drew®: Ransom of the Seven Ships,0,1,0,0,0,0,0,0,0,0,2009
Her Interactive,31990,2009-07-21,Nancy Drew®: Ransom of the Seven Ships Demo,0,1,0,0,0,0,0,0,0,0,2009
Wanako Games,10140,2006-12-20,3D Ultra™ Minigolf Adventures,0,0,0,0,0,0,0,0,1,0,2006
Sierra,10100,2006-09-01,King's Quest™ Collection,0,1,0,0,0,0,0,0,0,0,2006
Saber Interactive,10130,2007-10-30,TimeShift™,1,0,0,0,0,0,0,0,0,0,2007
Sierra,10110,2006-09-01,Space Quest™ Collection,0,1,0,0,0,0,0,0,0,0,2006
Tripwire Interactive,1256,2009-07-24,Killing Floor Outbreak Character Pack,1,0,0,0,0,0,0,0,0,0,2009
Artech Studios,10120,2008-06-04,Aces of the Galaxy™,1,0,1,0,0,0,0,0,0,0,2008
"PopTop Software,BreakAway Games,Frog City Software",33520,2009-07-24,Tropico Reloaded,0,0,0,0,0,0,0,1,0,1,2009
SpinTop Games,3610,2009-07-27,Mystery P.I. - Lost in Los Angeles,0,0,1,0,0,0,0,0,0,0,2009
Capcom,21680,2008-08-14,Bionic Commando: Rearmed,1,0,0,0,0,0,0,0,0,0,2008
Capcom,21670,2009-07-28,Bionic Commando,1,1,0,0,0,0,0,0,0,0,2009
Deadline Games,21030,2009-07-29,Watchmen: The End is Nigh Part 2,1,0,0,0,0,0,0,0,0,0,2009
Sakari Indie,36000,2009-08-04,Foreign Legion: Buckets of Blood,1,0,0,0,1,0,0,0,0,0,2009
"BioWare,Aspyr (Mac)",32370,2003-11-19,STAR WARS™ - Knights of the Old Republic™,0,1,0,0,0,1,0,0,0,0,2003
Hemisphere Games,29180,2009-08-18,Osmos,0,0,1,0,1,0,0,0,0,0,2009
Black Isle Studios,38410,1998-12-01,Fallout 2: A Post Nuclear Role Playing Game,0,0,0,0,0,1,0,0,0,0,1998
14° East,38420,2001-03-01,Fallout Tactics: Brotherhood of Steel,0,0,0,0,0,0,0,0,0,1,2001
Xatrix Entertainment,38430,1999-06-01,Kingpin — Life of Crime,1,0,0,0,0,0,0,0,0,0,1999
IO Interactive,35050,2009-08-19,Mini Ninjas Demo,1,1,0,0,0,0,0,0,0,0,2009
Telltale Games,31180,2009-08-20,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,0,1,0,0,0,0,0,0,0,0,2009
iWin,37960,2009-08-24,Jewel Quest Pack,0,0,1,0,0,0,0,0,0,0,2009
iWin,38000,2009-08-24,Mahjong Quest Collection,0,0,1,0,0,0,0,0,0,0,2009
Size Five Games,37400,2009-06-22,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",0,1,0,0,1,0,0,0,0,0,2009
Ubisoft Montreal,13570,2005-03-29,Tom Clancy's Splinter Cell Chaos Theory®,1,0,0,0,0,0,0,0,0,0,2005
Unicorn Games Studio,34420,2009-08-28,XIII Century – Gold Edition,0,0,0,0,0,0,0,0,0,1,2009
Blue Fang,43100,2009-10-30,World of Zoo,0,0,0,0,0,0,0,1,0,0,2009
IO Interactive,35000,2009-09-08,Mini Ninjas,1,1,0,0,0,0,0,0,0,0,2009
"Freeze Tag Inc.,iQ212",39392,2009-09-23,Freeze Tag Fun Pack #2,0,0,1,0,0,0,0,0,0,0,2009
"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",39391,1999-11-30,Freeze Tag Fun Pack #1,0,0,1,0,0,0,0,0,0,0,1999
"Vectorpark, Inc.",37600,2009-05-26,Windosill,0,1,1,0,1,0,0,0,0,0,2009
All Aboard,24029,2009-09-25,Train Simulator: Colton &amp; Northern Route Add-On,0,0,0,0,0,0,0,1,0,0,2009
MumboJumbo,32140,2009-09-28,Midnight Mysteries,0,1,1,0,0,0,0,0,0,0,2009
Telltale Games,31190,2009-09-07,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,0,1,0,0,0,0,0,0,0,0,2009
NovaLogic,32770,2009-08-18,Joint Operations: Combined Arms Gold,1,0,0,0,0,0,0,0,0,0,2009
Dovetail Games,208306,2009-10-01,Train Simulator: US Loco &amp; Asset Pack,0,0,0,0,0,0,0,1,0,0,2009
PlayFirst,37300,2009-09-30,DinerTown Tycoon,0,0,0,0,0,0,0,1,0,0,2009
Dovetail Games,208300,2009-10-01,Train Simulator: European Loco &amp; Asset Pack,0,0,0,0,0,0,0,1,0,0,2009
Piranha Bytes,40300,2009-10-30,Risen,0,0,0,0,0,1,0,0,0,0,2009
Honeyslug,35070,2009-10-01,Flora's Fruit Farm,0,0,1,0,0,0,0,0,0,0,2009
"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",10606,2009-10-05,Empire: Total War™ - The Warpath Campaign,0,0,0,0,0,0,0,0,0,1,2009
Amanita Design,40700,2009-10-16,Machinarium,0,1,0,0,1,0,0,0,0,0,2009
EA Los Angeles,24840,2007-09-04,Medal of Honor: Airborne,1,0,0,0,0,0,0,0,0,0,2007
Slightly Mad Studios,24870,2009-09-15,Need for Speed: Shift,0,0,0,0,0,0,1,0,0,0,2009
Runic Games,41500,2009-10-27,Torchlight,0,0,0,0,0,1,0,0,0,0,2009
EA Los Angeles,24800,2009-03-12,Command &amp; Conquer: Red Alert 3 - Uprising,0,0,0,0,0,0,0,0,0,1,2009
FireFly Studios,901735,2009-10-27,The Stronghold Collection,0,0,0,0,0,0,0,0,0,1,2009
Nitro Games,42800,2009-10-27,East India Company: Privateer,0,0,0,0,0,0,0,0,0,1,2009
Homegrown Games,39560,2009-10-27,Painkiller: Resurrection,1,0,0,0,0,0,0,0,0,0,2009
"Phenomic,THQ Nordic",39550,2009-10-29,SpellForce 2 - Anniversary Edition,0,0,0,0,0,1,0,0,0,1,2009
Animation Arts,40330,2009-10-29,Secret Files: Tunguska,0,1,0,0,0,0,0,0,0,0,2009
Stormregion,40320,2009-10-29,Rush for Berlin Gold,0,0,0,0,0,0,0,0,0,1,2009
Telltale Games,31200,2009-10-07,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,0,1,0,0,0,0,0,0,0,0,2009
1C Company,3130,2009-11-01,Men of War: Red Tide,0,0,0,0,0,0,0,0,0,1,2009
Konstantin Koshutin,41100,2009-09-19,Hammerfight,1,0,0,0,1,0,0,0,0,0,2009
Phenomic,39540,2009-11-03,SpellForce - Platinum Edition,1,0,0,0,0,1,0,0,0,0,2009
Wargaming.net,34640,2005-03-03,Massive Assault: Phantom Renaissance,0,0,0,0,0,0,0,0,0,1,2005
Wargaming.net,34630,2003-10-28,Massive Assault,0,0,0,0,0,0,0,0,0,1,2003
Croteam,41000,2009-11-24,Serious Sam HD: The First Encounter,1,0,0,0,1,0,0,0,0,0,2009
Animation Arts,40340,2009-10-29,Secret Files 2: Puritas Cordis,0,1,0,0,0,0,0,0,0,0,2009
BioWare,17450,2009-11-06,Dragon Age: Origins,0,0,0,0,0,1,0,0,0,0,2009
Citeremis Inc.,37100,2009-05-07,Aztaka,1,0,0,0,1,1,0,0,0,0,2009
Yullaby,37500,2009-11-05,Magnetis,0,0,1,0,1,0,0,0,0,0,2009
Crystal Empire Games,42810,2009-11-11,For The Glory: A Europa Universalis Game,0,0,0,0,0,0,0,0,0,1,2009
"Infinity Ward,Aspyr (Mac)",10180,2009-11-12,Call of Duty®: Modern Warfare® 2,1,0,0,0,0,0,0,0,0,0,2009
"Traveller's Tales,Feral Interactive (Mac)",32440,2009-11-12,LEGO® Star Wars™ - The Complete Saga,0,1,0,0,0,0,0,0,0,0,2009
"Triumph Studios,Virtual Programming",11450,2007-06-26,Overlord™,0,0,0,0,0,1,0,0,0,0,2007
"Triumph Studios,Virtual Programming",12710,2008-02-15,Overlord™: Raising Hell,0,0,0,0,0,1,0,0,0,0,2008
EA Los Angeles,24790,2007-03-28,Command &amp; Conquer 3: Tiberium Wars,0,0,0,0,0,0,0,0,0,1,2007
KranX Productions,29120,2008-07-23,Yumsters 2: Around the World,0,0,1,0,1,0,0,0,0,0,2008
EA Los Angeles,24810,2009-11-13,Command &amp; Conquer 3: Kane's Wrath,0,0,0,0,0,0,0,0,0,1,2009
Positech Games,41800,2009-11-16,Gratuitous Space Battles,0,0,0,0,1,0,0,1,0,1,2009
Gaijin Entertainment,45300,2009-12-25,Wings of Prey,0,0,0,0,0,0,0,1,0,0,2009
inXile Entertainment,41900,2005-06-17,The Bard's Tale,1,1,0,0,0,1,0,0,0,0,2005
Defence Alliance Team,35420,2009-10-22,Defence Alliance 2,1,0,0,0,0,0,0,0,0,0,2009
"LucasArts,Aspyr Studios",32430,2009-11-03,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,1,0,0,0,0,0,0,0,0,0,2009
Bethesda Game Studios,22370,2009-10-13,Fallout 3: Game of the Year Edition,0,0,0,0,0,1,0,0,0,0,2009
Positech Games,41802,2009-12-16,Gratuitous Space Battles: The Tribe,0,0,0,0,1,0,0,1,0,1,2009
Hip Soft,38080,2007-10-02,Build-A-Lot,0,0,0,0,0,0,0,1,0,0,2007
Hip Soft,38090,2008-04-29,Build-A-Lot 2: Town of the Year,0,0,0,0,0,0,0,1,0,0,2008
Hip Soft,38100,2009-01-24,Build-A-Lot 3: Passport to Europe,0,0,0,0,0,0,0,1,0,0,2009
iWin,38070,2009-12-17,Coconut Queen,0,0,1,0,0,0,0,1,0,0,2009
Spidermonk Entertainment,38210,2009-12-17,Roogoo,0,0,1,0,0,0,0,0,0,0,2009
Capcom,45700,2008-07-08,Devil May Cry 4,1,1,0,0,0,0,0,0,0,0,2008
ClockStone Studios,46410,2010-03-17,Avencast: Rise of the Mage,1,0,0,0,1,1,0,0,0,0,2010
Hip Soft,38110,2009-08-12,Build-A-Lot 4: Power Source,0,0,0,0,0,0,0,1,0,0,2009
Octoshark Studios,17570,2010-02-12,"Pirates, Vikings, and Knights II",1,0,0,0,1,0,0,0,0,0,2010
Alawar,38130,2008-08-27,Farm Frenzy 2,0,0,1,0,0,0,0,0,0,0,2008
Alawar,38160,2010-01-06,Farm Frenzy 3: American Pie,0,0,1,0,0,0,0,0,0,0,2010
Alawar,38150,2009-09-11,Farm Frenzy 3,0,0,1,0,0,0,0,0,0,0,2009
Alawar,38120,2007-12-07,Farm Frenzy,0,0,1,0,0,0,0,0,0,0,2007
Alawar,38140,2009-02-18,Farm Frenzy: Pizza Party,0,0,1,0,0,0,0,0,0,0,2009
Sandlot Games,36300,2010-02-16,Cake Mania Main Street™,0,0,1,0,0,0,0,0,0,0,2010
Sandlot Games,36310,2010-02-16,Westward® IV: All Aboard,0,0,1,0,0,0,0,0,0,1,2010
Cateia Games,36320,2010-02-16,Iron Roses,0,1,1,0,0,0,0,0,0,0,2010
Chaos Concept,37030,2010-02-17,UFO: Extraterrestrials Gold,0,0,0,0,0,0,0,0,0,1,2010
Traveller's Tales,32450,2010-02-18,LEGO® Indiana Jones™ 2: The Adventure Continues,0,1,0,0,0,0,0,0,0,0,2010
Eurocom,34180,2010-02-18,Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,0,0,0,0,0,0,0,0,1,0,2010
New Star Games Ltd,44100,2010-02-18,Super Laser  Racer,1,0,0,0,1,0,1,0,0,0,2010
Paradox Interactive,25960,2010-02-18,Hearts of Iron III: Soviet Infantry Pack DLC,0,0,0,0,0,0,0,0,0,1,2010
The Farm 51,46250,2010-02-19,NecroVisioN: Lost Company,1,0,0,0,0,0,0,0,0,0,2010
Awem Studio,38180,2007-12-01,Cradle of Persia,0,0,1,0,0,0,0,0,0,0,2007
Rebellion,10695,2010-03-18,Aliens vs. Predator Swarm Map Pack,1,0,0,0,0,0,0,0,0,0,2010
Croteam,41050,2001-03-21,Serious Sam Classic: The First Encounter,1,0,0,0,1,0,0,0,0,0,2001
All Aboard,24055,2010-03-19,Train Simulator: Fort Kent to Eagle Lake Route Add-On,0,0,0,0,0,0,0,1,0,0,2010
TaleWorlds Entertainment,48700,2010-03-31,Mount &amp; Blade: Warband,1,0,0,0,0,1,0,0,0,0,2010
ZoopTEK,39900,2010-03-26,Coniclysm,1,0,0,0,0,0,0,0,0,0,2010
Beatnik Games,49900,2010-04-05,Plain Sight,1,0,0,0,1,0,0,0,0,0,2010
Fatshark,42120,2010-04-08,Lead and Gold: Gangs of the Wild West,1,0,0,0,0,0,0,0,0,0,2010
Rockstar North / Toronto,12220,2010-04-12,Grand Theft Auto: Episodes from Liberty City,1,0,0,0,0,0,0,0,0,0,2010
Other Ocean Interactive,45730,2010-04-12,Dark Void™ Zero,1,1,0,0,0,0,0,0,0,0,2010
Nemesys Games,45400,2010-04-14,Fortix,0,0,0,0,1,0,0,0,0,0,2010
Cold Beam Games,49600,2010-04-15,Beat Hazard,1,0,1,0,1,0,0,0,0,0,2010
Telltale Games,901399,2010-04-15,Sam &amp; Max: The Devil’s Playhouse,0,1,0,0,0,0,0,0,0,0,2010
Realmforge Studios,43500,2010-04-19,M.U.D. TV,0,0,0,0,0,0,0,1,0,1,2010
Gaijin Entertainment,45302,2010-04-19,Wings of Luftwaffe Add-on,0,0,0,0,0,0,0,1,0,0,2010
The Odd Gentlemen,40930,2010-04-20,The Misadventures of P.B. Winterbottom,0,1,0,0,1,0,0,0,0,0,2010
THQ Nordic,39640,2003-08-19,AquaNox 2: Revelation,1,0,0,0,0,0,0,0,0,0,2003
THQ Nordic,39630,2001-11-30,AquaNox,1,0,0,0,0,0,0,0,0,0,2001
Red Chain Games Ltd.,23150,2010-04-20,Fluttabyes,0,0,1,0,1,0,0,0,0,0,2010
Big Fish Games,50940,2006-07-19,Hidden Expedition: Titanic,0,0,1,0,0,0,0,0,0,0,2006
Big Fish Games,50920,2008-06-19,Hidden Expedition: Amazon,0,0,1,0,1,0,0,0,0,0,2008
"The Creative Assembly,Feral Interactive (Mac)",34178,2010-05-05,Napoleon: Total War™ - Coalition Battle Pack,0,0,0,0,0,0,0,0,0,1,2010
Sarbakan,37340,2008-12-31,Fitness Dash™,0,0,1,0,0,0,0,0,0,0,2008
PlayFirst,37390,2009-09-24,Gemini Lost™,0,0,1,0,0,0,0,0,0,0,2009
Absolutist Ltd.,37310,2009-07-27,DinerTown Detective Agency™,0,0,1,0,0,0,0,0,0,0,2009
PlayFirst,37360,2007-10-19,Mahjong Roadshow™,0,0,1,0,0,0,0,0,0,0,2007
PlayFirst,49000,2009-12-24,Hotel Dash™ Suite Success™,0,0,1,0,0,0,0,0,0,0,2009
PlayFirst,37330,2010-03-19,Nightshift Legacy: The Jaguar's Eye™,0,0,1,0,0,0,0,0,0,0,2010
PlayFirst,37320,2008-02-11,The Nightshift Code™,0,0,1,0,0,0,0,0,0,0,2008
PlayFirst,37370,2007-12-31,TriJinx: A Kristine Kross Mystery™,0,0,1,0,0,0,0,0,0,0,2007
PlayFirst,37380,2009-12-21,Valerie Porter and the Scarlet Scandal™,0,0,1,0,0,0,0,0,0,0,2009
G5 Entertainment,19080,2010-05-07,Biozone,1,1,1,0,0,0,0,0,0,0,2010
ISOTX,31700,2008-12-05,Iron Grip: Warlord,1,0,0,0,1,0,0,0,0,0,2008
Climax Studios,19030,2010-05-11,Rocket Knight,1,1,0,0,0,0,0,0,0,0,2010
Press Play,50820,2010-05-12,Max and the Magic Marker,0,0,0,0,1,0,0,0,0,0,2010
Muse Games,49800,2010-05-12,Flight of the Icarus,1,0,0,0,1,0,0,0,0,0,2010
Ideas Pad,33650,2010-05-28,Puzzler World,0,0,1,0,0,0,0,0,0,0,2010
Ubisoft,901478,2010-06-08,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,1,1,0,0,0,0,0,0,0,0,2010
Kokakiki,33660,2010-05-28,Ziro,0,0,1,0,1,0,0,0,0,0,2010
SEGA,34281,2010-06-01,Altered Beast™,1,0,0,0,0,0,0,0,0,0,2010
SEGA,34272,2010-06-01,Comix Zone™,1,0,0,0,0,0,0,0,0,0,2010
D3T Limited,34270,2010-06-01,SEGA Mega Drive and Genesis Classics,1,1,1,0,0,1,0,0,0,0,2010
SEGA,34276,2010-06-01,Golden Axe™,1,0,0,0,0,0,0,0,0,0,2010
SEGA,34274,2010-06-01,Ecco the Dolphin™,1,0,0,0,0,0,0,0,0,0,2010
SEGA,34275,2010-06-01,Gain Ground™,0,0,0,0,0,0,0,0,0,1,2010
SEGA,34277,2010-06-01,Shinobi™ III: Return of the Ninja Master,1,0,0,0,0,0,0,0,0,0,2010
SEGA,34273,2010-06-01,Crack Down™,1,0,0,0,0,0,0,0,0,0,2010
SEGA,34280,2010-06-01,VectorMan™,1,0,0,0,0,0,0,0,0,0,2010
SEGA,34282,2010-06-01,Shadow Dancer™,1,0,0,0,0,0,0,0,0,0,2010
SEGA,34279,2010-06-01,Space Harrier™ II,1,0,0,0,0,0,0,0,0,0,2010
Obsidian Entertainment,34010,2010-06-01,Alpha Protocol™,1,0,0,0,0,1,0,0,0,0,2010
Team17 Software Ltd.,22610,2010-06-03,Alien Breed: Impact,1,0,0,0,0,0,0,0,0,0,2010
Bethesda Game Studios,22440,2010-07-16,Fallout 3 - Point Lookout,0,0,0,0,0,1,0,0,0,0,2010
Hidden Path Entertainment,18508,2010-06-02,Defense Grid: Resurgence Map Pack 1,0,0,0,0,1,0,0,0,0,1,2010
Bethesda Game Studios,22430,2010-07-16,Fallout 3 - Mothership Zeta,0,0,0,0,0,1,0,0,0,0,2010
Bethesda Game Studios,22410,2010-07-16,Fallout 3 - Broken Steel,0,0,0,0,0,1,0,0,0,0,2010
Bethesda Game Studios,22420,2010-07-16,Fallout 3 - The Pitt,0,0,0,0,0,1,0,0,0,0,2010
Valve,630,2010-07-19,Alien Swarm,1,0,0,0,0,0,0,0,0,0,2010
Bethesda Game Studios,22400,2010-07-16,Fallout 3 - Operation Anchorage,0,0,0,0,0,1,0,0,0,0,2010
"EA - Maxis,Aspyr (Mac)",24780,2003-09-22,SimCity™ 4 Deluxe Edition,0,0,0,0,0,0,0,1,0,1,2003
"Akella,.dat",33670,2010-07-16,Disciples III - Renaissance Steam Special Edition,0,0,0,0,0,1,0,0,0,1,2010
"Arcen Games, LLC",40420,2010-07-16,Tidalis,0,0,1,0,1,0,0,0,0,0,2010
Invent4 Entertainment,34920,2010-07-19,Razor2: Hidden Skies,1,0,1,0,1,0,0,0,0,0,2010
Blue Byte,48136,2010-07-21,The Settlers 7: Uncharted Land Map Pack,0,0,0,0,0,0,0,0,0,1,2010
Dagger Games,46720,2008-12-08,Dimensity,0,0,0,0,0,1,0,0,0,0,2008
IO Interactive,28000,2010-08-17,Kane &amp; Lynch 2: Dog Days,1,0,0,0,0,0,0,0,0,0,2010
Rune Forge,39680,2010-07-28,The Guild II Renaissance,0,0,0,0,0,0,0,1,0,1,2010
Paradox Interactive,25962,2010-07-26,Hearts of Iron III DLC: German II Spritepack,0,0,0,0,0,0,0,0,0,1,2010
N3V Games,24634,2010-08-06,Trainz Simulator DLC: Blue Comet,0,0,0,0,0,0,0,1,0,0,2010
Ino-Co,63900,2010-08-06,Fantasy Wars,0,0,0,0,0,0,0,0,0,1,2010
"2K Czech,Feral Interactive (Mac)",50130,2011-03-22,Mafia II,1,0,0,0,0,0,0,0,0,0,2011
Dovetail Games,24075,2010-08-06,Train Simulator: Network Southeast Class 47 Loco Add-On,0,0,0,0,0,0,0,1,0,0,2010
Infinite Interactive,47540,2010-08-12,Puzzle Quest 2,0,0,1,0,0,1,0,0,0,0,2010
doublesix,50510,2010-08-12,Burn Zombie Burn!,1,0,0,0,0,0,0,0,0,0,2010
Playbrains,25760,2010-08-16,Madballs B*D*I Clan Skins,0,0,0,0,1,0,0,0,0,0,2010
Playbrains,25763,2010-08-16,Madballs Scorched Evolution Skin Rollup,0,0,0,0,1,0,0,0,0,0,2010
Playbrains,25762,2010-08-16,Madballs BDI Evolution Skin Rollup,0,0,0,0,1,0,0,0,0,0,2010
Playbrains,25764,2010-08-16,Madballs Holiday Skin Rollup,0,0,0,0,1,0,0,0,0,0,2010
Paradox Development Studio,42980,2010-08-20,Victoria I Complete,0,0,0,0,0,0,0,0,0,1,2010
VStep,48800,2010-08-27,Ship Simulator Extremes,0,0,0,0,0,0,0,1,0,0,2010
Team17 Digital Ltd,22600,2010-08-26,Worms Reloaded,0,0,0,0,0,0,0,0,0,1,2010
Muzzy Lane Software,46770,2010-06-22,Making History II: The War of the World,0,0,0,0,1,0,0,1,0,1,2010
Bohemia Interactive,65700,2010-08-27,Arma 2: British Armed Forces,1,0,0,0,0,0,0,1,0,1,2010
Paradox Development Studio,42960,2010-08-30,Victoria II,0,0,0,0,0,0,0,0,0,1,2010
Playbrains,25761,2010-08-16,Madballs Scorched Clan Skins,0,0,0,0,1,0,0,0,0,0,2010
IO Interactive,28010,2010-08-31,Kane &amp; Lynch 2: The Doggie Bag,1,0,0,0,0,0,0,0,0,0,2010
IO Interactive,28012,2010-08-31,Kane &amp; Lynch 2: Multiplayer Masks Pack,1,0,0,0,0,0,0,0,0,0,2010
N3V Games,24640,2010-09-01,Trainz: Classic Cabon City,0,0,0,0,0,0,0,1,0,0,2010
IO Interactive,28011,2010-08-31,Kane &amp; Lynch 2: Alliance Weapon Pack,1,0,0,0,0,0,0,0,0,0,2010
GSC Game World,4850,2002-11-01,Cossacks: Back to War,0,0,0,0,0,0,0,0,0,1,2002
Revolution Software Ltd,57640,2010-09-02,Broken Sword: Director's Cut,0,1,0,0,0,0,0,0,0,0,2010
Zoë Mode,62100,2010-09-06,Chime,0,0,1,0,0,0,0,0,0,0,2010
"2K Czech,Feral Interactive (Mac)",50145,2010-09-06,Mafia II DLC: Jimmy's Vendetta,1,0,0,0,0,0,0,0,0,0,2010
City Interactive,34841,2010-09-08,Sniper: Ghost Warrior - Map Pack,1,0,0,0,0,0,0,0,0,0,2010
Terry Cavanagh,70300,2010-09-07,VVVVVV,1,0,0,0,1,0,0,0,0,0,2010
Blue Byte,48137,2010-09-08,The Settlers 7: Conquest - The Empire Expansion DLC,0,0,0,0,0,0,0,0,0,1,2010
Frictional Games,57300,2010-09-08,Amnesia: The Dark Descent,1,1,0,0,1,0,0,0,0,0,2010
EasyGameStation,70400,2010-09-10,Recettear: An Item Shop's Tale,0,0,0,0,1,1,0,0,0,0,2010
Dedication Games,46600,2010-08-19,Swarm Arena,1,0,1,0,1,0,0,0,0,0,2010
SEGA,34314,2010-09-13,Super Thunder Blade™,1,0,0,0,0,0,0,1,0,0,2010
SEGA,34310,2010-09-13,Galaxy Force II™,1,0,0,0,0,0,0,0,0,0,2010
exosyphen studios,70100,2010-09-14,Hacker Evolution,0,0,0,0,0,0,0,1,0,0,2010
exosyphen studios,70110,2010-09-14,Hacker Evolution: Untold,0,0,0,0,1,0,0,1,0,0,2010
Subsoap,38600,2010-09-17,Faerie Solitaire,0,0,1,0,1,0,0,0,0,0,2010
Gaming Minds Studios,57620,2010-09-17,Patrician IV - Steam Special Edition,0,0,0,0,0,0,0,0,0,1,2010
SEGA,34284,2010-09-13,Bonanza Bros.™,1,0,0,0,0,0,0,0,0,0,2010
Katauri Interactive,63910,2010-09-17,King's Bounty: Crossworlds,0,0,0,0,0,1,0,0,0,1,2010
Dovetail Games,24082,2010-09-17,Train Simulator: Green &amp; Gold HST DMU Add-On,0,0,0,0,0,0,0,1,0,0,2010
"Firaxis Games,Aspyr (Mac, Linux)",8930,2010-09-21,Sid Meier's Civilization® V,0,0,0,0,0,0,0,0,0,1,2010
Nitro Games,49310,2010-09-21,Commander: Conquest of the Americas - Colonial Navy,0,0,0,0,0,0,0,0,0,1,2010
Croteam,41060,2002-02-05,Serious Sam Classic: The Second Encounter,1,0,0,0,1,0,0,0,0,0,2002
Blind Mind Studios,70900,2010-09-20,Star Ruler,0,0,0,0,1,0,0,0,0,1,2010
Krome Studios,9940,2010-09-22,Blade Kitten,1,1,0,0,0,0,0,0,0,0,2010
Team17 Digital Ltd,22650,2010-09-22,Alien Breed 2: Assault,1,0,0,0,0,0,0,0,0,0,2010
Croteam,901553,2010-09-23,Serious Sam HD: Gold Edition,1,0,0,0,0,0,0,0,0,0,2010
Vigil Games,50620,2010-09-23,Darksiders™,1,1,0,0,0,0,0,0,0,0,2010
Egosoft,2840,1999-07-01,X: Beyond the Frontier,0,0,0,0,0,0,0,1,0,1,1999
NeoCoreGames,42920,2010-10-08,The Kings' Crusade,0,0,0,0,0,0,0,0,0,1,2010
ArenaNet®,29700,2007-08-31,Guild Wars: Eye of the North®,1,0,0,0,0,1,0,0,0,0,2007
Egosoft,2850,2000-06-01,X: Tension,0,0,0,0,0,0,0,1,0,1,2000
I Sioux Game Productions B.V.,70200,2010-10-11,Governor of Poker 2,0,1,1,0,0,0,0,1,0,0,2010
I Sioux Game Productions B.V.,70210,2010-10-11,Governor of Poker 2 - Premium Edition,0,1,1,0,1,0,0,1,0,0,2010
Electronic Arts,47790,2010-10-12,Medal of Honor™,1,0,0,0,0,0,0,0,0,0,2010
"Headup Games,Silent Dreams",46450,2010-10-15,Grotesque Tactics: Evil Heroes,0,0,0,0,1,1,0,0,0,1,2010
"CAPCOM CO., LTD.",45750,2010-10-15,Lost Planet® 2,1,1,0,0,0,0,0,0,0,0,2010
Stickmen Studios,57800,2010-10-15,Doc Clock: The Toasted Sandwich of Time,0,1,1,0,1,0,0,0,0,0,2010
Obsidian Entertainment,22380,2010-10-19,Fallout: New Vegas,1,0,0,0,0,1,0,0,0,0,2010
Dmytry Lavrov,67000,2010-10-15,The Polynomial - Space of the music,1,0,1,0,1,0,0,0,0,0,2010
Ivy Games,80300,2010-10-22,Puzzle Bots,0,1,0,0,1,0,0,0,0,0,2010
Noumenon Games,50000,2010-10-25,Nimbus,0,0,0,0,1,0,1,0,0,0,2010
"Firaxis Games,Aspyr (Mac, Linux)",16868,2010-10-25,Civilization V - Babylon (Nebuchadnezzar II),0,0,0,0,0,0,0,0,0,1,2010
Hothead Games,18040,2010-10-25,DeathSpank,1,0,0,0,1,1,0,0,0,0,2010
SEGA,71115,2010-10-26,Virtua Fighter™ 2,1,0,0,0,0,0,0,1,0,0,2010
SEGA,34317,2010-10-26,Columns™ III,0,0,1,0,0,0,0,0,0,0,2010
SEGA,71114,2010-10-26,Sword of Vermilion™,0,0,0,0,0,1,0,0,0,0,2010
SEGA,71112,2010-10-26,Golden Axe™ II,1,0,0,0,0,0,0,0,0,0,2010
SEGA,71113,2010-10-26,Sonic The Hedgehog,1,1,0,0,0,0,0,0,0,0,2010
SEGA,34319,2010-10-26,Ecco™: The Tides of Time,0,1,0,0,0,0,0,0,0,0,2010
SEGA,34316,2010-10-26,Bio-Hazard Battle™,1,0,0,0,0,0,0,0,0,0,2010
SEGA,34315,2010-10-26,Alien Storm,1,0,0,0,0,0,0,0,0,0,2010
Klei Entertainment,6120,2010-10-25,Shank,1,0,0,0,1,0,0,0,0,0,2010
Teotl Studios,35460,2010-10-26,The Ball,1,1,0,0,1,0,0,0,0,0,2010
Aspyr Studios,32500,2010-10-26,STAR WARS™: The Force Unleashed™ II,1,0,0,0,0,0,0,0,0,0,2010
Firemint,62000,2010-11-18,Flight Control HD,1,0,1,0,0,0,0,0,0,0,2010
Ascaron Entertainment ltd.,33570,2010-11-18,Patrician III,0,0,0,0,0,1,0,1,0,1,2010
